question_type,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,topics_covered
Multiple choice with explanations,9,"\begin{quote}
Given \( n \) numbers. We want to build a data structure from them. Which of the following structures will have the longest worst-case build time?
\begin{enumerate}
    \item A hash table where collisions are resolved using linked lists.
    \item Perfect Hash
    \item Max Heap
    \item AVL Search Tree
    \item 1 + 3
    \item 1 + 2 + 3
\end{enumerate}
\end{quote}",B,"b.
Balanced search tree requires a build time of $O(n\log n)$.
Data structures A and C require a build time of $O(n)$.
However, Perfect Hash may require unbounded time: each time, we randomly choose a hash function and test it, and may fail an unlimited number of times. Therefore, the worst-case build time is unbounded.","Binary search trees,   Balanced BST (AVL,   B),   Hash tables,   Binary heaps"
Multiple choice with explanations,7,"\text{Given a max-heap of size } n. \text{ The keys of } $\frac{n}{4}$  of the leaves in the heap have been changed, so now the heap may no longer be valid. We want to make the heap valid with minimal worst-case running time. Assume there is access to the elements of the heap (i.e., the heap is not a black box). The worst-case running time will be: \\
a. \ $\theta(\log(n))$ \\
b. \ $\theta(\log(n)^2)$ \\
c. \ $\theta(n)$ \\
d. \ $\theta(n\log(n)$) \\
e. \ $\theta(n^3)$ \\
f. \ \text{None of the above.}",C,"
The time required to access each of the nodes in our list is \( O(n) \), therefore a faster solution is not possible. In \( O(n \log n) \) time, it is possible to perform BuildHeap again on all the elements.
","Complexity analysis,   Binary heaps"
Multiple choice with explanations,7,"
We perform an LDR scan on a binary search tree of size \( n \) (not necessarily balanced), but at each step, instead of printing the key of the current node \( x \), we print the key of its parent. If \( x \) is the root of the tree, we do not print at that step. Which of the following is true?
A. Every key in the tree, except for the keys of the leaves and the root, is printed twice. \\
B. The values that are printed are in monotonically increasing order. \\
C. The number of keys that are printed twice is \( \Theta(n) \) for every tree. \\
D. A + C \\
E. A + B + C \\
F. None of the above.
",F,"
a. False, because any node that has a single child will be printed only once. b. False, for example the tree with root 3, left child 1 and right child of the left child 2. It will print 3 first and then 1. c. False, for example for a tree where each node is either a leaf or has a single child.
",Binary search trees
Multiple choice with explanations,7,"
Given a data structure \( A \) containing \( n \) keys. We want to find a pointer to an element whose key is the median of the keys, in the fastest worst-case time. For this purpose, it is preferable that \( A \) be:

a. A hash table of size \( n \) with collision resolution using 2-3 trees.

b. A doubly linked list sorted in ascending order.

c. An AVL tree with support for order-statistic operations.

d. A hash table of size \( n \) with collision resolution using doubly linked lists, and it is known that the values are the integers from 1 to \( n \).

e. a + d

f. b + c
",C,"The correct answer is c.

a – We need to scan all elements in the trees in the table, hence it will take \(O(n)\).

b – To reach the element in the middle of the list, we need to traverse half of it, so it will take \(O(n/2) = O(n)\).

c – Finding the order statistic \(n/2\) can be done in \(O(n)\).

d – The median is the \(n/2\)-th number. Finding the cell takes \(O(n/2) = O(n)\). Searching in the list takes \(O(n)\). Total \(O(n)\).","Binary search trees,   Balanced BST (AVL,   B),   Hash tables"
Multiple choice with explanations,7,"\text{What is the lower bound in the comparison model of the worst-case runtime of a sorting algorithm, if it is known that }$ n^{0.5}$ \text{ of the smaller elements are already in the correct place?}
\begin{enumerate}
    \item $\theta(\log(n))$
    \item $\theta(n\log(n))$
    \item $\theta(n)$
    \item $\theta(n^{1.5})$
    \item $\theta(n\sqrt{\log(n)})$
    \item \text{None of the above.}
\end{enumerate}",B,"
b. We still need to sort an array of size \( k \). Sorting an array of size \( k \) under the comparison model takes \( O(k \log k) \). But \( O(k \log k) \)
","Complexity analysis,   Lower bound for comparison based sorting"
Amortized analysis,na,"Given a node \( v \) in a red-black tree. \( P_1 \) and \( P_2 \) are the lengths of the shortest path and longest path from \( v \) to a leaf, respectively. Provide a lower bound on the ratio between \( P_1 \) and \( P_2 \). Justify your answer.",na,\textit{Maximum twice the length because there is the same black length and no two consecutive reds},"Balanced BST (AVL,   B)"
Recursive algorithms,9,"We will discuss the implementation of a red-black tree where all the leaves are black (in the CORMEN implementation as taught in class, there is a layer of NILs that serves as the 'leaf layer' and is entirely black). What is the minimum ratio of black nodes to red nodes in a valid red-black tree?

\begin{itemize}
    \item[(A)] 1 black to 1 red.
    \item[(B)] 2 blacks to 1 red.
    \item[(C)] 5 blacks to 2 reds.
    \item[(D)] 1 black to 2 reds.
    \item[(E)] The ratio can be as small as we want.
\end{itemize}
",b,"\text{2 blacks for 1 red. Each red node in the tree has two children, both black thanks to the NIL layer.}","Balanced BST (AVL,   B)"
Recursive algorithms,9,"\textbf{In an open hash table (chaining), we replace the linked lists of elements in each bucket with closed hash tables. The worst-case runtime for an operation on the hash table, where \( N \) is the number of elements and \( B \) is the number of buckets, is:}

\begin{enumerate}
    \item \( O(1) \)
    \item \( O(\log N) \)
    \item \( O(N) \)
    \item \( O(N \log N) \)
    \item \( O(B/N) \)
\end{enumerate}

\textbf{Brief justification:}",c,"\textit{O(N), in the worst case the elements will collide in two hash tables.}",Hash tables
Recursive algorithms,9,"\text{Given an algorithm that receives an array of size } n \text{ of different unsorted numbers, along with an integer } k \text{ between } 1 \text{ and } n\text{. The algorithm prints the } k \text{ smallest numbers in the array in ascending order. A lower bound on the worst-case runtime of the algorithm (valid for any } k \leq n\text{) is:}
\text{a. } \Omega(n)
\text{b. } \Omega(k \log n)
\text{c. } \Omega(n \log k)
\text{d. } \Omega(n \log n)
\text{e. Answers a and b are correct}

\text{Reason:} ",e,"\text{The answer of the Lord is correct.} \\
\text{A is correct because it is clear that the algorithm must read the entire input in time } \Omega(n), \text{ because there is no way to know whether a number needs to be printed or not without reading it.} \\
\text{B is correct: by contradiction, suppose there exists an algorithm } A \text{ that solves the problem in time } o(k \log n) \text{ for some value of } k. \text{ According to A, it must be } k=\Omega(n/\log n), \text{ otherwise the algorithm } A \text{ does not read the entire input. We proved in class that sorting } k \text{ elements takes } \Omega(k \log k)=\Omega(k \log(n/\log n))=\Omega(k \log n) \text{ time, contradicting the assumption.} \\
\text{C is not correct: it is possible to find the } k\text{-th largest element using Select in time } O(n), \text{ extract the } k-1 \text{ smaller elements in time } O(n), \text{ and then sort the } k \text{ elements in time } O(k\log k). \text{ Total time is } O(n+k\log k). \text{ For, say, } k=n/\log n \text{ the running time is thus } o(n\log n) \text{ i.e., } O(n). \\
\text{D is not correct for the same reason that C is not correct.}",Lower bound for comparison based sorting
Amortized analysis,na,"\text{Given an array } A[1..n] \text{ containing } n \text{ elements, all different from each other. A pair of indices } (i, j) \text{ is called an inversion if } i < j \text{ and } A[i] > A[j].

\text{Assume that the set of numbers is } \{1, 2, \ldots, n\}. \text{ Which array contains the highest number of inversions? How many inversions does it contain?}",na,"\textit{In a reversely sorted array, each such pair is an inversion. The number of such pairs is } $\theta(n^2)$.",Arrays and linked lists
Amortized analysis,na,"Suppose that \( A[6] \) contains the smallest element in the array (\( A[6]=1 \) in the example above), and \( A[4] \) contains the second largest element (\( A[4]=2 \) in the example above). How many inversions \( (i,j) \) exist such that \( j=4 \) or \( j=6 \)?",na,3+5=8,Arrays and linked lists
Amortized analysis,na,"The keys \( k_1, k_2, \ldots, k_n \) are inserted in a certain order into a hash table of size \( m \) using linear probing with the hash function \( h(x) \). After the insertion, the \( i \)-th position is empty. Is there a different order of key insertion where the \( i \)-th position in the table would be occupied?

If so, provide an example where such a situation occurs. If not, prove that such a situation is not possible.",na,"\textit{Assume by contradiction that there is an insertion order in which cell $i$ is occupied (in the original it was empty). There is no element mapped directly to cell $i$, otherwise, the cell would have been occupied in the original insertion. This means there is a contiguous segment immediately before position $i$ of length $x$, to which at least $x+1$ elements were mapped (otherwise, there would not have been overflow to position $i$). Those $x+1$ elements were mapped to the same locations in the original insertion, and they are $x$ cells. Each element occupies its own cell, it is impossible to place $x+1$ elements in $x$ cells, and hence the contradiction.}",Hash tables
Amortized analysis,10,"\textit{We insert into a binomial heap (initially empty) the sequence of numbers 1, 2, \ldots, n in ascending order. For two binomial trees in the heap created, with ranks i, j such that i < j, what is the relation between all the values in the tree of rank i and all the values in the tree of rank j? Explain.}",na,"All the nodes in the tree with rank \( j \) were inserted before all the nodes in the tree with rank \( i \). Therefore, the nodes in the tree with rank \( j \) are smaller than all the nodes in the tree with rank \( i \).","Binomial heaps,   Fibonacci heaps"
Amortized analysis,na,"\documentclass{article}
\usepackage[utf8]{inputenc}
\begin{document}

In this problem, we will sort strings in lexicographic order (dictionary order). A string is a list of characters over a known alphabet. For the sake of simplicity, assume all strings have the same length $t$. A string $s_1$ comes before a string $s_2$ in order if the first character in which they differ is smaller in $s_1$ than in $s_2$. For example, if $s_1=\text{CGTAA}$ and $s_2=\text{CGTCA}$ then $s_1$ comes before $s_2$. Assume that each character in every string can be accessed in constant time. Denote $n$ as the number of strings, and $m$ as the total length of all strings. Note that $m=n \cdot t$. Assume that the strings are given in an array $A$, that is $A[i]$ is a pointer to the $i+1$ string in the array. (Indices in $A$ start from 0.)

The following algorithm, which uses the routines $\text{find-median-char}$ and $\text{partition}$, sorts the strings at locations $k_1,k_1+1,\ldots,k_2$ in array $A$ according to the lexicographic order of the suffixes of these strings starting at position $j$, using comparisons between pairs of characters only. (The suffix of a string consists of the string's characters starting from a certain position $j$ to the end of the string.) To sort all the strings lexicographically, perform $\text{string-sort}(0,n-1,0)$. (The indices of the characters in the strings also start from 0.)

\begin{verbatim}
string-sort(k1,k2,j):
   C \leftarrow \text{find-median-char}(k1,k2,j)
   (p,q) \leftarrow \text{partition}(k1,k2,C,j)
   \text{If} (k1 < p) \text{string-sort}(k1,p-1,j);
   \text{If} (q < k2) \text{string-sort}(q+1,k2,j);
   \text{If} (j < t-1) \text{and} (p < q) \text{string-sort}(p,q,j+1);
\end{verbatim}

The routine $\text{find-median-char}(k1,k2,j)$ returns the median character in the set of characters at position $j$ of the strings at locations $k_1,\ldots,k_2$ in $A$. 

What is the running time of the algorithm as a function of $m$ and $n$, assuming that $\text{find-median-char}(k1,k2,j)$ and $\text{partition}(k1,k2,C,j)$ run in time $O(k_2-k_1)$? Prove your answer.

\end{document}",na,"\begin{quote}
The first two lines require time proportional to the size of the array we are currently dealing with. The first two recursive calls operate on an array whose size is at most half of the original size. The last line advances the letter \( j \) within the strings from \( p \) to \( q \); it is called up to \( t \) times for each string. From an analysis similar to Quicksort, plus \( O(nt) \) work, we get \( O(m+n\log n) \).
\end{quote}","Selection and median-of-median algorithm,   Recursive algorithms,   Quick-sort"
